athlete_id,athlete_name,gender,age,date_of_birth,nationality,country_name,sport,event,games_type,year,host_city,team_or_individual,medal,result_value,result_unit,total_olympics_attended,total_medals_won,gold_medals,silver_medals,bronze_medals,country_total_gold,country_total_medals,country_first_participation,country_best_rank,is_record_holder,coach_name,height_cm_bad,weight_kg_bad,notes,height_cm,weight_kg
ATH-04267,Erik Phelps,Male,16,11/4/2008,CUB,Cuba,Diving,3m Springboard M,Summer,1920,Antwerp,Individual,No Medal,288.168,points,3,5,4,1,0,82,226,1900,8,World Record,Valentin Lalev,174.9,56,Technical violation,1.10127E-76,4.78089E-25
ATH-04268,Luca Petrov,Male,24,9/4/2000,AUT,Austria,Swimming,200m Freestyle,Summer,2020,Tokyo,Individual,Gold,774.585,seconds,4,6,1,1,4,59,196,1896,18,No,Sandor Szabo,192.2,93,Oldest medalist,3.37754E-84,4.07956E-41
ATH-04269,Alina Rodriguez,Female,39,4/13/1985,GER,Germany,Judo,Half-Lightweight,Summer,1920,Antwerp,Individual,No Medal,2.319,ippon,5,7,3,2,2,275,854,1896,2,No,Andrei Socaci,171.3,76.3,Final Appearance,4.03047E-75,7.30014E-34
ATH-04270,Vasyl Martirosyan,Male,25,8/13/1999,HKG,Hong Kong,Basketball,Women's Basketball,Summer,2000,Sydney,Team,No Medal,9.218,points,2,3,3,0,0,3,9,1952,60,No,Anna Tarkhanova,195.9,94.6,Record broken next day,8.35047E-86,8.23649E-42
ATH-04271,Christine Ito,Female,25,7/17/1999,CAN,Canada,Athletics,Pole Vault,Summer,1904,St. Louis,Individual,No Medal,148.801,seconds,2,0,0,0,0,118,381,1900,6,No,Andrei Chemerkin,179,101.1,-,1.8251E-78,1.23831E-44
ATH-04272,Lisa Müller,Female,29,12/28/1995,SWE,Sweden,Basketball,Women's Basketball,Summer,1896,Athens,Team,No Medal,16.347,points,2,2,2,0,0,200,648,1896,4,No,Percy Cerutty,189.7,94,-,4.11469E-83,1.50079E-41
ATH-04273,Charles Haile,Male,31,5/3/1993,BEL,Belgium,Biathlon,Mixed Relay,Winter,2010,Vancouver,Team,Gold,1771.464,seconds,2,7,1,6,0,43,158,1900,20,No,Vladimir Alekna,183.1,89.9,Final Appearance,3.02469E-80,9.05578E-40
ATH-04274,Magdalena Zhao,Female,22,9/15/2002,PRK,North Korea,Cross-Country Skiing,Skiathlon W,Winter,1998,Nagano,Team,No Medal,1627.387,seconds,4,4,4,0,0,16,54,1964,35,No,Andrei Chemerkin,181.3,71.7,Olympic Debut,1.82983E-79,7.26249E-32
ATH-04275,Gunel Munkhbat,Female,39,2/7/1985,TUR,Turkey,Shooting,Trap M,Summer,1912,Stockholm,Individual,No Medal,212.442,points,1,2,0,1,1,40,99,1908,22,No,Li Yongbo,170.5,73.8,Olympic Debut,8.96997E-75,8.89339E-33
ATH-04276,Mary Oliveira,Female,34,9/19/1990,ROM,Romania,Cycling,BMX Freestyle,Summer,2016,Rio de Janeiro,Individual,Bronze,7316.045,seconds,3,1,0,0,1,89,307,1924,8,No,Tadashi Suzuki,190.4,76.9,-,2.04329E-83,4.0064E-34
ATH-04277,Oksana Martin,Female,21,5/1/2003,GEO,Georgia,Boxing,Middleweight,Summer,2012,London,Individual,Gold,4.679,points,5,3,3,0,0,7,30,1996,44,No,Virgilijus Alekna,168.2,77.1,Record broken next day,8.94681E-74,3.28016E-34
ATH-04278,Xia Choi,Female,25,6/25/1999,PAK,Pakistan,Canoe/Kayak,Canoe Slalom K-1 M,Summer,2012,London,Individual,No Medal,593.557,seconds,3,2,2,0,0,10,22,1948,45,No,Béla Károlyi,163.1,92.8,Personal Best,1.46747E-71,4.98278E-41
ATH-04279,Carlos Greco,Male,15,10/19/2009,MGL,Mongolia,Freestyle Skiing,Ski Cross M,Winter,2010,Vancouver,Individual,Bronze,66.497,points,4,4,2,1,1,3,21,1964,52,No,Yury Zakharevich,165,70.8,Technical violation,2.19488E-72,1.78628E-31
ATH-04280,Lilit Makarov,Female,33,6/15/1991,MAS,Malaysia,Cross-Country Skiing,15km M,Winter,1964,Innsbruck,Team,No Medal,6203.616,seconds,3,4,4,0,0,0,12,1956,58,Olympic Record,Anna Tarkhanova,184.1,56.6,-,1.11272E-80,2.62381E-25
ATH-04281,Nigar Ionescu,Female,39,9/6/1985,PAK,Pakistan,Curling,Mixed Doubles Curling,Winter,1952,Oslo,Team,No Medal,2.405,points,5,1,0,1,0,10,22,1948,45,No,Jon Drummond,165.7,66.7,Technical violation,1.08994E-72,1.07785E-29
ATH-04282,Mykhailo Han,Male,37,1/4/1987,USA,United States,Taekwondo,+67kg W,Summer,1900,Paris,Individual,Gold,9.368,points,2,2,1,0,1,1061,2638,1896,1,No,Andrei Socaci,172.4,60.1,Weather-affected,1.34163E-75,7.92322E-27
ATH-04283,Alexandra Petrov,Female,23,12/17/2001,JAM,Jamaica,Ski Jumping,Normal Hill Individual,Winter,1984,Sarajevo,Team,No Medal,96.516,metres,2,3,0,1,2,28,94,1948,22,No,Vladimir Alekna,185.4,50,-,3.03252E-81,1.92875E-22
ATH-04284,Oksana Harris,Female,23,4/14/2001,BRA,Brazil,Ice Hockey,Women's Ice Hockey,Winter,1928,St. Moritz,Team,No Medal,1.652,goals,4,4,2,2,0,37,152,1920,20,Olympic Record,John Smith,192.6,81.9,Personal Best,2.26403E-84,2.69949E-36
ATH-04285,Kamran Shah,Male,21,11/28/2003,USA,United States,Ski Jumping,Normal Hill Individual,Winter,1988,Calgary,Individual,Bronze,86.666,metres,3,7,6,0,1,1061,2638,1896,1,No,Tadashi Suzuki,165.3,71,Weather-affected,1.62601E-72,1.46249E-31
ATH-04286,Enkhjargal Wanjiku,Female,22,9/19/2002,JAM,Jamaica,Triathlon,Mixed Relay,Summer,2024,Paris,Individual,No Medal,6366.979,seconds,1,2,2,0,0,28,94,1948,22,No,Khristo Hristov,194.9,80.7,Photo-finish silver,2.26989E-85,8.96263E-36
ATH-04287,Nino Petrosyan,Female,35,4/11/1989,POR,Portugal,Gymnastics (Artistic),All-Around,Summer,2012,London,Individual,Gold,12.72,points,2,5,1,3,1,6,29,1912,50,No,Franz Stampfl,148.7,61.1,Season Best,2.63276E-65,2.91479E-27
ATH-04288,Mark Silva,Male,21,10/21/2003,ARG,Argentina,Athletics,100m Sprint,Summer,1920,Antwerp,Individual,No Medal,215.074,seconds,4,0,0,0,0,23,77,1920,30,No,Andrei Socaci,203.6,81.6,-,3.78132E-89,3.64393E-36
ATH-04289,Alina Hasanov,Female,37,10/2/1987,SNG,Singapore,Rowing,Pair M,Summer,2016,Rio de Janeiro,Team,No Medal,546.213,seconds,5,3,0,1,2,1,5,1948,62,No,Wei Ping,182,79.3,Olympic Debut,9.08666E-80,3.63452E-35
ATH-04290,Sota Mirzayev,Male,37,5/10/1987,SUI,Switzerland,Football (Soccer),Women's Football,Summer,1900,Paris,Team,No Medal,8.939,goals,3,1,0,0,1,70,203,1896,12,No,Percy Cerutty,166.7,65.5,-,4.00968E-73,3.57859E-29
ATH-04291,Natalya Yohannes,Female,17,1/14/2007,EGY,Egypt,Boxing,Heavyweight,Summer,2020,Tokyo,Individual,Gold,3.829,points,4,6,6,0,0,8,28,1912,45,No,Li Yongbo,197.2,56,Final Appearance,2.27577E-86,4.78089E-25
ATH-04292,Svetlana Yamamoto,Female,27,9/21/1997,RSA,South Africa,Skeleton,Women's Skeleton,Winter,1936,Garmisch-Partenkirchen,Individual,No Medal,92.133,seconds,3,7,1,0,6,23,90,1904,30,No,Tadashi Suzuki,185.1,82.6,-,4.09347E-81,1.34053E-36
ATH-04293,Anjali Li,Female,36,6/14/1988,CHN,China,Luge,Team Relay,Winter,1960,Squaw Valley,Team,No Medal,186.379,seconds,3,7,7,0,0,263,636,1932,1,No,Anna Tarkhanova,190,70.6,First from country,3.04823E-83,2.18177E-31
ATH-04294,Franz Davis,Male,35,6/5/1989,DEN,Denmark,Wrestling,Freestyle 97kg,Summer,1900,Paris,Individual,Silver,5.647,points,5,6,5,1,0,66,260,1896,10,No,Andrei Chemerkin,193,90.7,Personal Best,1.51763E-84,4.06903E-40
ATH-04295,Yohan Dibaba,Male,27,1/9/1997,BEL,Belgium,Cycling,Individual Time Trial,Summer,1996,Atlanta,Individual,No Medal,13135.719,seconds,1,7,6,1,0,43,158,1900,20,No,Alberto Salazar,175.8,72,-,4.47744E-77,5.38019E-32
ATH-04296,Lars Martinez,Male,18,2/12/2006,FRA,France,Diving,3m Synchronized Springboard W,Summer,1908,London,Individual,No Medal,480.419,points,5,7,0,1,6,248,844,1896,3,No,Khristo Hristov,161.7,77.8,Personal Best,5.95089E-71,1.62888E-34
ATH-04297,Deepika Jones,Female,36,12/20/1988,ROM,Romania,Short Track Speed Skating,500m W,Winter,1952,Oslo,Team,No Medal,119.057,seconds,2,2,0,0,2,89,307,1924,8,No,Renato Canova,184.5,56.5,-,7.45879E-81,2.89976E-25
ATH-04298,Marco Popescu,Male,17,4/28/2007,GER,Germany,Cross-Country Skiing,30km M,Winter,1964,Innsbruck,Team,No Medal,7198.313,seconds,2,4,2,1,1,275,854,1896,2,No,Hiroshi Hoketsu,183,73.2,-,3.3428E-80,1.62048E-32
ATH-04299,Tatiana Gupta,Female,17,6/22/2007,AZE,Azerbaijan,Alpine Skiing,Combined M,Winter,2010,Vancouver,Individual,No Medal,397.185,seconds,4,6,0,5,1,7,29,1996,45,No,Valentin Lalev,174.7,77.9,National Record,1.3451E-76,1.47387E-34
ATH-04300,Naira Njoroge,Female,35,9/8/1989,SWE,Sweden,Basketball,3x3 Men's,Summer,1908,London,Team,No Medal,24.572,points,3,4,4,0,0,200,648,1896,4,No,Lauren Lynde,174.8,89.7,Personal Best,1.2171E-76,1.10608E-39
ATH-04301,Maxime Mirzayev,Male,30,11/8/1994,NED,Netherlands,Alpine Skiing,Super-G W,Winter,1994,Lillehammer,Individual,Gold,280.258,seconds,4,4,1,0,3,121,380,1900,7,No,John Smith,185.6,84.3,-,2.48281E-81,2.44892E-37
ATH-04302,Nesta Batjargal,Male,22,12/24/2002,BUL,Bulgaria,Gymnastics (Artistic),Vault,Summer,2004,Athens,Individual,Bronze,12.523,points,5,6,4,1,1,54,224,1896,15,No,Wei Ping,153,49.2,National Record,3.57227E-67,4.29251E-22
ATH-04303,Lisa Hernandez,Female,35,2/7/1989,BRA,Brazil,Cycling,BMX Racing,Summer,2020,Tokyo,Individual,Silver,11462.189,seconds,2,2,0,1,1,37,152,1920,20,No,Renato Canova,184.6,60.9,Equipment issue,6.74899E-81,3.56013E-27
ATH-04304,Gantulga Moore,Male,38,5/18/1986,GRE,Greece,Figure Skating,Team Event,Winter,1928,St. Moritz,Individual,Silver,184.697,points,4,5,1,3,1,34,116,1896,10,No,Franz Stampfl,177.5,47.7,National Record,8.17955E-78,1.92377E-21
ATH-04305,Barbara Bianchi,Female,41,9/28/1983,ETH,Ethiopia,Cross-Country Skiing,Team Sprint W,Winter,1994,Lillehammer,Team,No Medal,8102.985,seconds,5,8,8,0,0,25,57,1956,30,No,Percy Cerutty,182.5,76,Youngest competitor,5.51134E-80,9.85415E-34
ATH-04306,Laure Chikovani,Female,38,1/22/1986,ESP,Spain,Boxing,Light Heavyweight,Summer,2024,Paris,Individual,Silver,2.653,points,1,9,7,1,1,50,170,1900,18,Olympic Record,Glen Mills,197.2,90.2,Personal Best,2.27577E-86,6.70869E-40
ATH-04307,Faith Mwangi,Female,34,2/8/1990,SWE,Sweden,Weightlifting,96kg,Summer,1920,Antwerp,Individual,No Medal,263.666,kg,3,7,2,5,0,200,648,1896,4,No,Virgilijus Alekna,178.7,133,Olympic Debut,2.46363E-78,1.73314E-58
ATH-04308,Yuki Gonzalez,Female,41,5/27/1983,GRE,Greece,Volleyball,Men's Indoor Volleyball,Summer,1904,St. Louis,Team,No Medal,27.841,points,2,0,0,0,0,34,116,1896,10,No,Dan Pfaff,185.8,99.9,Record broken next day,2.03276E-81,4.11132E-44
ATH-04309,William Dupont,Male,35,4/1/1989,HUN,Hungary,Boxing,Super Heavyweight,Summer,1912,Stockholm,Individual,Gold,3.439,points,1,5,1,0,4,182,536,1896,5,No,Franz Stampfl,188.2,55.3,Weather-affected,1.84407E-82,9.62754E-25
ATH-04310,Abebe Farah,Male,22,6/19/2002,IRI,Iran,Skeleton,Women's Skeleton,Winter,1984,Sarajevo,Individual,Gold,125.305,seconds,5,8,4,3,1,19,60,1948,34,No,John Smith,183.8,81.3,Final Appearance,1.50201E-80,4.91879E-36
ATH-04311,Xia Romano,Female,17,10/27/2007,JPN,Japan,Bobsled,2-woman W,Winter,1936,Garmisch-Partenkirchen,Team,No Medal,233.302,seconds,2,3,1,0,2,170,497,1912,3,No,Virgilijus Alekna,171.7,88.2,Oldest medalist,2.7017E-75,4.95709E-39
ATH-04312,Aurelie Zhang,Female,37,3/1/1987,POL,Poland,Ice Hockey,Men's Ice Hockey,Winter,1932,Lake Placid,Team,No Medal,0.407,goals,4,7,6,0,1,72,297,1924,9,No,Yury Zakharevich,183.7,97.3,Season Best,1.65998E-80,5.53537E-43
ATH-04313,Svetlana Martinez,Female,29,3/21/1995,GEO,Georgia,Cross-Country Skiing,30km W,Winter,2022,Beijing,Individual,No Medal,5023.744,seconds,2,8,8,0,0,7,30,1996,44,No,Lauren Lynde,185.5,58.8,Comeback after injury,2.74393E-81,2.90726E-26
ATH-04314,Ekaterina Davis,Female,38,7/1/1986,CUB,Cuba,Football (Soccer),Women's Football,Summer,2008,Beijing,Team,No Medal,5.053,goals,1,3,1,2,0,82,226,1900,8,World Record,Andrei Chemerkin,164.6,76.5,National Record,3.27437E-72,5.97685E-34
ATH-04315,Nesta Perez,Male,15,7/23/2009,VEN,Venezuela,Biathlon,Mass Start M,Winter,1992,Albertville,Team,No Medal,2123.067,seconds,5,6,1,1,4,2,14,1948,58,No,Andrei Socaci,180.2,64.5,First from country,5.49711E-79,9.7276E-29
ATH-04316,Dmitri Hernandez,Male,32,5/17/1992,FRA,France,Alpine Skiing,Combined M,Winter,1956,Cortina d'Ampezzo,Individual,Silver,215.18,seconds,5,1,0,1,0,248,844,1896,3,No,Vladimir Alekna,170.4,71,Season Best,9.91335E-75,1.46249E-31
ATH-04317,Walter Santos,Male,38,8/21/1986,GEO,Georgia,Triathlon,Mixed Relay,Summer,2020,Tokyo,Individual,No Medal,7202.624,seconds,2,7,3,0,4,7,30,1996,44,No,John Smith,191.9,78,Olympic Debut,4.5592E-84,1.33361E-34
ATH-04318,Tigran Mammadov,Male,16,8/9/2008,NOR,Norway,Short Track Speed Skating,5000m Relay M,Winter,1928,St. Moritz,Team,No Medal,447.607,seconds,2,5,5,0,0,148,392,1900,2,No,Marcus O'Sullivan,174.4,59,Olympic Debut,1.81569E-76,2.38027E-26
ATH-04319,Irina Popov,Female,29,7/3/1995,KEN,Kenya,Alpine Skiing,Downhill M,Winter,1976,Innsbruck,Individual,No Medal,311.665,seconds,5,2,1,1,0,38,109,1956,20,No,Hiroshi Hoketsu,186.6,88.1,-,9.13376E-82,5.47843E-39
ATH-04320,Almaz Miller,Female,26,11/16/1998,HUN,Hungary,Freestyle Skiing,Moguls M,Winter,1960,Squaw Valley,Individual,No Medal,82.394,points,1,2,2,0,0,182,536,1896,5,No,Bao Chünlai,178,66.6,-,4.96115E-78,1.19121E-29
ATH-04321,Juan Garcia,Male,29,1/21/1995,NZL,New Zealand,Shooting,25m Rapid Fire Pistol,Summer,1920,Antwerp,Individual,No Medal,178.124,points,2,5,5,0,0,46,116,1908,25,No,Li Yongbo,172.4,73.2,Technical violation,1.34163E-75,1.62048E-32
ATH-04322,Tomasz Zhang,Male,20,9/7/2004,SWE,Sweden,Taekwondo,+80kg M,Summer,1908,London,Individual,No Medal,2.758,points,2,1,0,0,1,200,648,1896,4,Olympic Record,Jon Drummond,182.9,58.7,-,3.69436E-80,3.21302E-26
ATH-04323,John Bernard,Male,26,4/10/1998,GRE,Greece,Taekwondo,-58kg M,Summer,1896,Athens,Individual,No Medal,7.909,points,5,2,0,1,1,34,116,1896,10,No,Gennadi Touretski,189.2,72,Technical violation,6.78397E-83,5.38019E-32
ATH-04324,Xia Davis,Female,23,9/26/2001,BUL,Bulgaria,Tennis,Men's Doubles,Summer,1908,London,Individual,No Medal,2.838,sets,5,7,6,0,1,54,224,1896,15,No,Virgilijus Alekna,193.1,68.5,-,1.37321E-84,1.78167E-30
ATH-04325,Sandrine Tashkentov,Female,27,6/12/1997,JPN,Japan,Taekwondo,+80kg M,Summer,2000,Sydney,Individual,No Medal,10.529,points,1,4,0,1,3,170,497,1912,3,No,John Smith,158.1,85.8,Season Best,2.17792E-69,5.46429E-38
ATH-04326,Narantsetseg Orlov,Female,35,2/13/1989,KOR,South Korea,Luge,Women's Singles,Winter,1948,St. Moritz,Individual,No Medal,175.041,seconds,3,8,2,5,1,99,266,1948,5,No,Tadashi Suzuki,185.3,91.7,Weather-affected,3.35145E-81,1.49691E-40
ATH-04327,Leyla Silva,Female,27,12/14/1997,MGL,Mongolia,Alpine Skiing,Downhill M,Winter,1980,Lake Placid,Individual,Bronze,100.84,seconds,2,1,0,0,1,3,21,1964,52,No,Anna Tarkhanova,170.6,89.3,Season Best,8.11636E-75,1.65007E-39
ATH-04328,Naira Jung,Female,24,12/17/2000,JPN,Japan,Ski Jumping,Normal Hill Team,Winter,1936,Garmisch-Partenkirchen,Individual,No Medal,90.779,metres,1,4,4,0,0,170,497,1912,3,No,Gennadi Touretski,182.2,54.9,-,7.43953E-80,1.43626E-24
ATH-04329,Marco Dinu,Male,40,6/9/1984,MEX,Mexico,Alpine Skiing,Combined W,Winter,1960,Squaw Valley,Individual,No Medal,291.478,seconds,3,5,4,1,0,14,72,1924,35,No,Glen Mills,170.3,64.9,-,1.09559E-74,6.52061E-29
ATH-04330,Deepika Amiranashvili,Female,17,2/13/2007,MEX,Mexico,Biathlon,Sprint W,Winter,1932,Lake Placid,Individual,No Medal,2731.407,seconds,5,8,1,4,3,14,72,1924,35,No,Franz Stampfl,165,77.4,Oldest medalist,2.19488E-72,2.43E-34
ATH-04331,Charles Romano,Male,38,9/22/1986,COL,Colombia,Triathlon,Women's Triathlon,Summer,2000,Sydney,Individual,No Medal,4147.489,seconds,4,0,0,0,0,8,24,1932,48,No,Bob Bowman,189.2,74.7,-,6.78397E-83,3.61578E-33
ATH-04332,Sofia Makarov,Female,29,9/10/1995,AUS,Australia,Diving,10m Synchronized Platform W,Summer,1908,London,Individual,No Medal,314.992,points,3,2,2,0,0,170,554,1896,4,No,Khristo Hristov,165.1,58.1,-,1.98601E-72,5.85451E-26
ATH-04333,Hakki Nikitin,Male,25,12/23/1999,ARG,Argentina,Archery,Individual W,Summer,2012,London,Individual,Gold,291.451,points,4,4,1,0,3,23,77,1920,30,No,Valentin Lalev,163.8,60.6,Comeback after injury,7.28725E-72,4.80567E-27
ATH-04334,Regzedmaa Navruzov,Male,31,5/13/1993,KAZ,Kazakhstan,Skeleton,Women's Skeleton,Winter,2018,PyeongChang,Individual,No Medal,177.845,seconds,1,5,3,1,1,21,66,1996,30,No,Franz Stampfl,174.1,89.6,-,2.45093E-76,1.2224E-39
ATH-04335,Piotr Tanaka,Male,41,10/22/1983,TPE,Chinese Taipei,Skeleton,Men's Skeleton,Winter,1976,Innsbruck,Individual,No Medal,86.197,seconds,3,1,1,0,0,7,25,1956,45,No,Glen Mills,171.4,104.5,-,3.64692E-75,4.13263E-46
ATH-04336,Fabio Tediashvili,Male,16,6/18/2008,AZE,Azerbaijan,Wrestling,Freestyle 86kg,Summer,2012,London,Individual,Gold,2.222,points,1,6,6,0,0,7,29,1996,45,Olympic Record,Vladimir Alekna,191.5,75.1,Equipment issue,6.80153E-84,2.42373E-33
ATH-04337,Kipchoge Yoon,Male,39,9/10/1985,FRA,France,Triathlon,Mixed Relay,Summer,1904,St. Louis,Individual,No Medal,4772.261,seconds,4,7,4,1,2,248,844,1896,3,No,Sandor Szabo,180.9,77.3,Personal Best,2.72978E-79,2.68557E-34
ATH-04338,Mihai Watanabe,Male,22,6/24/2002,CAN,Canada,Weightlifting,89kg,Summer,1906,Athens,Individual,No Medal,168.785,kg,1,4,2,2,0,118,381,1900,6,Olympic Record,Bao Chünlai,169.9,123.5,-,1.63443E-74,2.31543E-54
ATH-04339,Patrick Smith,Male,18,11/4/2006,GER,Germany,Luge,Men's Singles,Winter,1948,St. Moritz,Team,No Medal,68.731,seconds,1,2,1,1,0,275,854,1896,2,No,Lauren Lynde,171.8,85.5,-,2.4446E-75,7.37602E-38
ATH-04340,Mark Mammadov,Male,31,6/11/1993,URS,Soviet Union,Volleyball,Women's Indoor Volleyball,Summer,2008,Beijing,Team,No Medal,14.419,points,2,7,2,4,1,473,1122,1952,1,No,Franz Stampfl,189.6,70.1,-,4.54743E-83,3.59714E-31
ATH-04341,Asha Johnson,Female,23,1/6/2001,KEN,Kenya,Football (Soccer),Women's Football,Summer,2016,Rio de Janeiro,Team,Silver,4.072,goals,1,4,0,1,3,38,109,1956,20,No,Franz Stampfl,164.6,80.1,Final Appearance,3.27437E-72,1.6331E-35
ATH-04342,Krzysztof Park,Male,26,11/4/1998,GBR,Great Britain,Biathlon,Mixed Relay,Winter,1964,Innsbruck,Individual,No Medal,2641.225,seconds,3,8,3,2,3,285,896,1896,2,No,Tadashi Suzuki,178.8,93.2,-,2.22919E-78,3.34006E-41
ATH-04343,Sabina Yuldashev,Female,35,2/3/1989,HUN,Hungary,Curling,Women's Curling,Winter,2006,Turin,Team,No Medal,3.385,points,4,1,1,0,0,182,536,1896,5,No,Renato Canova,176.5,91.8,-,2.22343E-77,1.35446E-40
ATH-04344,Naoto Wójcik,Male,31,11/28/1993,AUT,Austria,Wrestling,Greco-Roman 77kg,Summer,2000,Sydney,Individual,No Medal,3.868,points,5,2,1,1,0,59,196,1896,18,No,Glen Mills,181.6,95.5,Youngest competitor,1.35557E-79,3.34871E-42
ATH-04345,Maria Martirosyan,Female,39,5/11/1985,CUB,Cuba,Archery,Individual W,Summer,1912,Stockholm,Team,No Medal,247.211,points,4,5,2,0,3,82,226,1900,8,No,Béla Károlyi,192.6,62.9,-,2.26403E-84,4.81811E-28
ATH-04346,Mihai Chikovani,Male,16,4/6/2008,FIN,Finland,Fencing,Sabre Team M,Summer,1996,Atlanta,Individual,Gold,13.724,touches,3,5,2,2,1,161,459,1908,3,No,Vladimir Alekna,162.3,74.4,Disqualified (false start),3.26592E-71,4.88079E-33
ATH-04347,Tsend-Ochir Sanchez,Male,31,10/21/1993,AUS,Australia,Canoe/Kayak,K-2 500m M,Summer,1906,Athens,Individual,Gold,435.005,seconds,2,8,1,4,3,170,554,1896,4,No,Anna Tarkhanova,176.5,92.9,Technical violation,2.22343E-77,4.50861E-41
ATH-04348,Sakura Greco,Female,35,9/12/1989,MEX,Mexico,Figure Skating,Women's Singles,Winter,2010,Vancouver,Individual,No Medal,151.287,points,5,5,5,0,0,14,72,1924,35,No,Béla Károlyi,187.6,75.4,Final Appearance,3.36012E-82,1.79554E-33
ATH-04349,Krzysztof Bondarenko,Male,38,10/13/1986,HUN,Hungary,Swimming,4x100m Medley Relay,Summer,1900,Paris,Individual,No Medal,481.288,seconds,1,6,2,1,3,182,536,1896,5,No,Bao Chünlai,191.4,74.1,Personal Best,7.51685E-84,6.58838E-33
ATH-04350,Tigran Harris,Male,25,10/7/1999,GRE,Greece,Athletics,Hammer Throw,Summer,1904,St. Louis,Individual,Gold,154.58,seconds,3,4,1,3,0,34,116,1896,10,No,Glen Mills,197.1,61.8,-,2.51511E-86,1.44744E-27
ATH-04351,Mihai Harris,Male,40,8/17/1984,IND,India,Wrestling,Freestyle 86kg,Summer,1908,London,Individual,No Medal,1.119,points,4,1,0,1,0,10,35,1900,48,No,Lauren Lynde,182.8,83,-,4.0829E-80,8.98583E-37
ATH-04352,Min-jun Kowalski,Male,37,1/28/1987,CAN,Canada,Biathlon,Mass Start W,Winter,2002,Salt Lake City,Team,No Medal,3123.106,seconds,5,8,2,6,0,118,381,1900,6,No,Gennadi Touretski,165.9,71.8,National Record,8.92371E-73,6.57137E-32
ATH-04353,Carol Rusu,Female,23,3/20/2001,ARMinistration,Armenia,Rowing,Pair M,Summer,2000,Sydney,Team,Bronze,565.298,seconds,4,2,1,0,1,4,18,1996,50,No,Andrei Chemerkin,199.4,72.6,First from country,2.52162E-87,2.95271E-32
ATH-04354,Iryna Clark,Female,38,8/18/1986,ESP,Spain,Cross-Country Skiing,Sprint M,Winter,2010,Vancouver,Individual,No Medal,1777.724,seconds,4,8,5,2,1,50,170,1900,18,No,Arthur Lydiard,175.6,63.6,Equipment issue,5.46876E-77,2.3926E-28
ATH-04355,Vikram Han,Male,33,4/2/1991,FIN,Finland,Swimming,100m Breaststroke,Summer,2008,Beijing,Individual,No Medal,423.406,seconds,2,7,4,0,3,161,459,1908,3,No,Wei Ping,187.3,87.1,Technical violation,4.53569E-82,1.48919E-38
ATH-04356,Vasyl Silva,Male,23,3/11/2001,RSA,South Africa,Skeleton,Men's Skeleton,Winter,1992,Albertville,Individual,No Medal,74.248,seconds,4,7,0,2,5,23,90,1904,30,No,Hiroshi Hoketsu,176.9,81.8,-,1.49041E-77,2.9834E-36
ATH-04357,Hasmik Zhao,Female,32,8/17/1992,NZL,New Zealand,Curling,Men's Curling,Winter,2014,Sochi,Team,No Medal,3.298,points,2,5,0,0,5,46,116,1908,25,No,Andrei Socaci,167.4,71.8,-,1.99115E-73,6.57137E-32
ATH-04358,Pedro Yoon,Male,34,7/16/1990,DEN,Denmark,Archery,Individual M,Summer,1920,Antwerp,Team,No Medal,260.496,points,5,3,1,0,2,66,260,1896,10,No,Glen Mills,172.2,55.2,Final Appearance,1.63867E-75,1.06401E-24
ATH-04359,Nizami Farah,Male,25,10/23/1999,CRO,Croatia,Shooting,Skeet W,Summer,2024,Paris,Individual,No Medal,222.043,points,5,0,0,0,0,12,50,1992,38,No,Andrei Chemerkin,184,68.4,Photo-finish silver,1.22975E-80,1.96905E-30
ATH-04360,Thomas Gantulga,Male,33,2/18/1991,GRE,Greece,Football (Soccer),Women's Football,Summer,1904,St. Louis,Team,Gold,7.911,goals,1,8,8,0,0,34,116,1896,10,No,Khristo Hristov,164.3,61.5,Olympic Debut,4.41994E-72,1.95384E-27
ATH-04361,Shota Moore,Male,22,7/1/2002,NED,Netherlands,Boxing,Light Heavyweight,Summer,2012,London,Individual,Gold,4.962,points,5,3,3,0,0,121,380,1900,7,No,Bao Chünlai,196.2,85,Personal Best,6.18618E-86,1.2161E-37
ATH-04362,Elnur Dinu,Male,34,4/23/1990,RSA,South Africa,Bobsled,Monobob W,Winter,1948,St. Moritz,Team,No Medal,57.198,seconds,5,6,4,1,1,23,90,1904,30,No,Andrei Chemerkin,170.1,98.9,Technical violation,1.33816E-74,1.11757E-43
ATH-04363,Josef Martin,Male,42,7/1/1982,UZB,Uzbekistan,Bobsled,2-man M,Winter,2002,Salt Lake City,Team,No Medal,174.786,seconds,2,1,1,0,0,14,40,1996,32,Olympic Record,Valentin Lalev,179.9,104.6,Withdrew - injury,7.42032E-79,3.73936E-46
ATH-04364,Katarzyna Moore,Female,25,6/25/1999,DEN,Denmark,Cycling,Road Race,Summer,2016,Rio de Janeiro,Individual,Silver,13169.4,seconds,1,5,1,1,3,66,260,1896,10,No,Virgilijus Alekna,170.8,57,Comeback after injury,6.64511E-75,1.75879E-25
ATH-04365,Haile Hernandez,Male,22,6/7/2002,GER,Germany,Boxing,Middleweight,Summer,1904,St. Louis,Individual,No Medal,4.069,points,4,4,1,1,2,275,854,1896,2,No,Yury Zakharevich,170.9,57,Equipment issue,6.01275E-75,1.75879E-25
